Year,Occupation Type,Occupation Sub-Type,Occupation Sub-Type2,Occupation,Gender,Numberofworkers,Medianweeklyearnings,Standarderrorofmedian
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Electronic home entertainment equipment installers and repairers,,Total,33,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Security and fire alarm systems installers,,Total,69,$927,133
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Aircraft mechanics and service technicians,,Total,136,"$1,047",54
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Automotive body and related repairers,,Total,117,$761,35
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Automotive glass installers and repairers,,Total,14,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Automotive service technicians and mechanics,,Total,688,$730,16
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Bus and truck mechanics and diesel engine specialists,,Total,298,$874,27
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Heavy vehicle and mobile equipment service technicians and mechanics,,Total,198,$964,35
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Small engine mechanics,,Total,32,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",,Total,74,$641,139
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Control and valve installers and repairers,,Total,33,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Heating, air conditioning, and refrigeration mechanics and installers",,Total,361,$864,23
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Home appliance repairers,,Total,25,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Industrial and refractory machinery mechanics,,Total,385,$968,23
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Maintenance and repair workers, general",,Total,514,$796,26
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Maintenance workers, machinery",,Total,20,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Millwrights,,Total,35,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Electrical power-line installers and repairers,,Total,126,"$1,161",96
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Telecommunications line installers and repairers,,Total,172,$850,116
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Precision instrument and equipment repairers,,Total,56,$910,44
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Wind turbine service technicians,,Total,5,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Coin, vending, and amusement machine servicers and repairers",,Total,27,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Commercial divers,,Total,1,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Locksmiths and safe repairers,,Total,12,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Manufactured building and mobile home installers,,Total,7,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Riggers,,Total,11,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Signal and track switch repairers,,Total,4,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Helpers—installation, maintenance, and repair workers",,Total,10,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Other installation, maintenance, and repair workers",,Total,137,$773,32
2016,"Production, transportation, and material moving ",,,,Total,"14,606",$665,4
2016,"Production, transportation, and material moving ",Production,,,Total,"7,513",$668,6
2016,"Production, transportation, and material moving ",Production,First-line supervisors of production and operating workers,,Total,729,$923,22
